paperId,url,title,citationCount,isOpenAccess,fieldsOfStudy,tldr,description_cleaned,created
7e865ddb31d635658075d59b1be384afd101a986,https://www.semanticscholar.org/paper/7e865ddb31d635658075d59b1be384afd101a986,"Carbon Capture, Utilization, and Storage: An Update",35,False,Environmental Science,,"
 Recent progress in carbon capture, utilization, and storage (CCUS) is reviewed. Considerable research effort has gone into carbon dioxide (CO2) capture, with many promising separation processes in various stages of development, but only a few have been tested at commercial scale, and considerable additional development will be required to determine competitiveness of new technologies. Processes for direct capture of CO2 from the air are also under development and are starting to be tested at pilot scale. Transportation of CO2 to storage sites by pipeline is well-established, though substantially more pipeline capacity will be required if CCUS is to be undertaken at a large scale. Considerable experience has now been built up in enhanced-oil-recovery (EOR) operations, which have been under way since the 1970s. Storage in deep saline aquifers has also been achieved at scale. Recent large-scale projects that capture and store CO2 are described, as are current and potential future markets for CO2. Potential effects of changes in the US tax code Section 45Q on those markets are summarized. Future deployment of CCUS will depend more on cost reductions for CO2 separations, development of new markets for CO2, and the complexities of project finance than on technical issues associated with storage of CO2 in the subsurface.",2018
56bf4091185ee0243087856055758d6118984816,https://www.semanticscholar.org/paper/56bf4091185ee0243087856055758d6118984816,Holistic Assessment of Carbon Capture and Utilization Value Chains,32,True,Computer Science,"{'model': 'tldr@v2.0.0', 'text': 'The objective of this contribution is to present the most important studies that are related to the individual stages of CCU and to perform a critical review of the major existing methods, algorithms and tools that focus on the simulation or optimization ofCCU value chains.'}","Carbon capture and utilization (CCU) is recognized by the European Union, along with carbon, capture and storage (CCS), as one of the main tools towards global warming mitigation. It has, thus, been extensively studied by various researchers around the world. The majority of the papers published so far focus on the individual stages of a CCU value chain (carbon capture, separation, purification, transportation, and transformation/utilization). However, a holistic approach, taking into account the matching and the interaction between these stages, is also necessary in order to optimize and develop technically and economically feasible CCU value chains. The objective of this contribution is to present the most important studies that are related to the individual stages of CCU and to perform a critical review of the major existing methods, algorithms and tools that focus on the simulation or optimization of CCU value chains. The key research gaps will be identified and examined in order to lay the foundation for the development of a methodology towards the holistic assessment of CCU value chains.",2018
59b563a6606d07944628ad153097c665f8694400,https://www.semanticscholar.org/paper/59b563a6606d07944628ad153097c665f8694400,"Carbon capture by physical adsorption: Materials, experimental investigations and numerical modeling and simulations – A review",429,False,Chemistry,,,2016
b6290c7c5a633a31ff50d39218c23b3ba9b6f8bf,https://www.semanticscholar.org/paper/b6290c7c5a633a31ff50d39218c23b3ba9b6f8bf,Internal corrosion of carbon steel pipelines for dense-phase CO2 transport in carbon capture and storage (CCS) – a review,107,True,Materials Science,,"Carbon Capture and Storage (CCS) has been highlighted as a potential method to enable the continued use of fossil-fuelled power stations through the abatement of carbon dioxide (CO2). A complete CCS cycle requires safe, reliable and cost effective solutions for the transmission of CO2 from the capturing facility to the location of permanent storage. This publication presents a detailed review of the integrity risks posed to dense-phase CO2 pipelines in the form of internal corrosion. To begin, the current worldwide experience in handling dense-phase CO2 and the anthropogenic stream compositions expected from the different combustion techniques currently available are discussed. The anticipated compositions are then related to a number of tentative CO2 stream compositions available in open literature proposed by research institutes and pipeline operators. In subsequent sections, early laboratory and field corrosion experience relating to natural dense-phase CO2 transport for the purposes of enhanced oil recovery (EOR) are summarised along with more recent research efforts which focus on identifying the role of anthropogenic impurities in the degradation processes. For each system impurity, the reaction rates, mechanisms and corrosion product composition/morphology expected at the steel surfaces are discussed, as well as each component’s ability to influence the critical water content required to initiate corrosion. Potential bulk phase reactions between multiple impurities are also evaluated in an attempt to help understand how the impurity content may evolve along a long-distance pipeline. The likelihood of stress-corrosion cracking and hydrogen-induced cracking is discussed and the various corrosion mitigation techniques which exist to control degradation to acceptable levels are reviewed. Based on the current research performed in the context of impure dense-phase CO2 corrosion, issues associated with performing laboratory experiments to replicate field conditions and the challenges such limitations present in terms of defining the safe operating window for CO2 transport are considered.",2017
b6bb06636648402dc393342720768317f8e6ff8e,https://www.semanticscholar.org/paper/b6bb06636648402dc393342720768317f8e6ff8e,"Carbon capture, storage and utilisation technologies: A critical analysis and comparison of their life cycle environmental impacts",982,False,Environmental Science,,,2015
33207eacd35608ca724e4df7817825cad96b36e2,https://www.semanticscholar.org/paper/33207eacd35608ca724e4df7817825cad96b36e2,MINIMIZING CARBON FOOTPRINT VIA MICROALGAE AS A BIOLOGICAL CAPTURE,44,False,,,,2021
f46a0827c479a5199985fa8ae2996b715ff1aa93,https://www.semanticscholar.org/paper/f46a0827c479a5199985fa8ae2996b715ff1aa93,Influence of Pyrolysis Temperature on Physico-Chemical Properties of Corn Stover (Zea mays L.) Biochar and Feasibility for Carbon Capture and Energy Balance,177,True,"Chemistry, Medicine","{'model': 'tldr@v2.0.0', 'text': 'Pyrolysis is therefore a potential technology with its carbon-negative, energy positive and soil amendment benefits thus creating win- win scenario.'}","This study examined the influence of pyrolysis temperature on biochar characteristics and evaluated its suitability for carbon capture and energy production. Biochar was produced from corn stover using slow pyrolysis at 300, 400 and 500°C and 2 hrs holding time. The experimental biochars were characterized by elemental analysis, BET, FTIR, TGA/DTA, NMR (C-13). Higher heating value (HHV) of feedstock and biochars was measured using bomb calorimeter. Results show that carbon content of corn stover biochar increased from 45.5% to 64.5%, with increasing pyrolysis temperatures. A decrease in H:C and O:C ratios as well as volatile matter, coupled with increase in the concentration of aromatic carbon in the biochar as determined by FTIR and NMR (C-13) demonstrates a higher biochar carbon stability at 500°C. It was estimated that corn stover pyrolysed at 500°C could provide of 10.12 MJ/kg thermal energy. Pyrolysis is therefore a potential technology with its carbon-negative, energy positive and soil amendment benefits thus creating win- win scenario.",2016
d391016f7fd454c356481148aceb06fcd863a1e0,https://www.semanticscholar.org/paper/d391016f7fd454c356481148aceb06fcd863a1e0,Demonstration of the Allam Cycle: An Update on the Development Status of a High Efficiency Supercritical Carbon Dioxide Power Process Employing Full Carbon Capture,223,False,Engineering,,,2017
55da557d80a95208fffaae3ed23dd3745b889e31,https://www.semanticscholar.org/paper/55da557d80a95208fffaae3ed23dd3745b889e31,Partitioning MOF-5 into Confined and Hydrophobic Compartments for Carbon Capture under Humid Conditions.,165,False,"Chemistry, Medicine","{'model': 'tldr@v2.0.0', 'text': 'An effective strategy was developed to tackle the above obstacles by partitioning the channels of MOFs into confined, hydrophobic compartments by in situ polymerization of aromatic acetylenes and may shed light on the design of new MOF-polymer materials with tunable pore sizes and environments to promote their practical applications.'}","Metal-organic frameworks (MOFs), by virtue of their remarkable uptake capability, selectivity, and ease of regeneration, hold great promise for carbon capture from fossil fuel combustion. However, their stability toward moisture together with the competitive adsorption of water against CO2 drastically dampens their capacity and selectivity under real humid flue gas conditions. In this work, an effective strategy was developed to tackle the above obstacles by partitioning the channels of MOFs into confined, hydrophobic compartments by in situ polymerization of aromatic acetylenes. Specifically, polynaphthylene was formed via a radical reaction inside the channels of MOF-5 and served as partitions without altering the underlying structure of the framework. Compared with pristine MOF-5, the resultant material (PN@MOF-5) exhibits a doubled CO2 capacity (78 vs 38 cm(3)/g at 273 K and 1 bar), 23 times higher CO2/N2 selectivity (212 vs 9), and significantly improved moisture stability. The dynamic CO2 adsorption capacity can be largely maintained (>90%) under humid conditions during cycles. This strategy can be applied to other MOF materials and may shed light on the design of new MOF-polymer materials with tunable pore sizes and environments to promote their practical applications.",2016
79d5e67e9de8214d670fadb2ae78cc55ec09a292,https://www.semanticscholar.org/paper/79d5e67e9de8214d670fadb2ae78cc55ec09a292,Global economic consequences of deploying bioenergy with carbon capture and storage (BECCS),107,True,"Physics, Economics",,"Bioenergy with carbon capture and storage (BECCS) is considered a potential source of net negative carbon emissions and, if deployed at sufficient scale, could help reduce carbon dioxide emissions and concentrations. However, the viability and economic consequences of large-scale BECCS deployment are not fully understood. We use the Global Change Assessment Model (GCAM) integrated assessment model to explore the potential global and regional economic impacts of BECCS. As a negative-emissions technology, BECCS would entail a net subsidy in a policy environment in which carbon emissions are taxed. We show that by mid-century, in a world committed to limiting climate change to 2 °C, carbon tax revenues have peaked and are rapidly approaching the point where climate mitigation is a net burden on general tax revenues. Assuming that the required policy instruments are available to support BECCS deployment, we consider its effects on global trade patterns of fossil fuels, biomass, and agricultural products. We find that in a world committed to limiting climate change to 2 °C, the absence of CCS harms fossil-fuel exporting regions, while the presence of CCS, and BECCS in particular, allows greater continued use and export of fossil fuels. We also explore the relationship between carbon prices, food-crop prices and use of BECCS. We show that the carbon price and biomass and food crop prices are directly related. We also show that BECCS reduces the upward pressure on food crop prices by lowering carbon prices and lowering the total biomass demand in climate change mitigation scenarios. All of this notwithstanding, many challenges, both technical and institutional, remain to be addressed before BECCS can be deployed at scale.",2016
2ae008c4b0c0d11e3333c1685f9c12cf4dd60d76,https://www.semanticscholar.org/paper/2ae008c4b0c0d11e3333c1685f9c12cf4dd60d76,Valuing Metal–Organic Frameworks for Postcombustion Carbon Capture: A Benchmark Study for Evaluating Physical Adsorbents,76,False,"Medicine, Materials Science","{'model': 'tldr@v2.0.0', 'text': 'This extensive study corroborates the exceptional CO2 capture performance of the recently isolated second-generation fluorinated MOF material, NbOFFIVE-1-Ni, concomitant with an impressive chemical stability and a low energy for regeneration.'}","The development of practical solutions for the energy‐efficient capture of carbon dioxide is of prime importance and continues to attract intensive research interest. Conceivably, the implementation of adsorption‐based processes using different cycling modes, e.g., pressure‐swing adsorption or temperature‐swing adsorption, offers great prospects to address this challenge. Practically, the successful deployment of practical adsorption‐based technologies depends on the development of made‐to‐order adsorbents expressing mutually two compulsory requisites: i) high selectivity/affinity for CO2 and ii) excellent chemical stability in the presence of impurities. This study presents a new comprehensive experimental protocol apposite for assessing the prospects of a given physical adsorbent for carbon capture under flue gas stream conditions. The protocol permits: i) the baseline performance of commercial adsorbents such as zeolite 13X, activated carbon versus liquid amine scrubbing to be ascertained, and ii) a standardized evaluation of the best reported metal–organic framework (MOF) materials for carbon dioxide capture from flue gas to be undertaken. This extensive study corroborates the exceptional CO2 capture performance of the recently isolated second‐generation fluorinated MOF material, NbOFFIVE‐1‐Ni, concomitant with an impressive chemical stability and a low energy for regeneration. Essentially, the NbOFFIVE‐1‐Ni adsorbent presents the best compromise by satisfying all the required metrics for efficient CO2 scrubbing.",2017
3b76471936e131430a6b5a5f97affb0589e969a6,https://www.semanticscholar.org/paper/3b76471936e131430a6b5a5f97affb0589e969a6,The progressive routes for carbon capture and sequestration,104,True,Environmental Science,,"The global warming is directly related to the increased greenhouse gas emissions from both natural and anthropogenic origins. There has been a drastic rise in the concentration of CO2 and other greenhouse gases since the industrial revolution primarily due to the intensifying consumption of fossil fuels. With the need to reduce carbon emissions and mitigate global warming certain strategies relating to carbon capturing and sequestration are indispensable. This paper comprehensively describes several physicochemical, biological and geological routes for carbon capture and sequestration. The trend of the increase in greenhouse gases over the years is illustrated along with the global statistics for fossil fuels usage and biofuels production. The physicochemical carbon capturing technologies discussed include absorption, adsorption, membrane separation and cryogenic distillation. The algal and bacterial systems, dedicated energy crops and coalbed methanogenesis have been vividly explained as the biological routes for carbon sequestration. The geological carbon sequestering route centers on biochar application and oceanic carbon storage. A systematic survey has been made on the origin and impact of greenhouse gases along with the potential for sequestration based on some fast‐track and long‐term sequestration technologies.",2016
d0f35820cbb66e2494a102c8a0e5ad887c22d5a1,https://www.semanticscholar.org/paper/d0f35820cbb66e2494a102c8a0e5ad887c22d5a1,Carbon capture by absorption – Path covered and ahead,153,False,Chemistry,,,2017
930eb8d36ca57b86c76990f8b21cbb41eb3dfa6d,https://www.semanticscholar.org/paper/930eb8d36ca57b86c76990f8b21cbb41eb3dfa6d,Active chemisorption sites in functionalized ionic liquids for carbon capture.,225,False,"Materials Science, Medicine","{'model': 'tldr@v2.0.0', 'text': 'Particular attention has been paid to the latest progress in CO2 capture in multiple-site interactions by amino-free anion-functionalized ionic liquids, as well as the carbon capture mechanisms of these site-containing liquid absorbents.'}","Development of novel technologies for the efficient and reversible capture of CO2 is highly desired. In the last decade, CO2 capture using ionic liquids has attracted intensive attention from both academia and industry, and has been recognized as a very promising technology. Recently, a new approach has been developed for highly efficient capture of CO2 by site-containing ionic liquids through chemical interaction. This perspective review focuses on the recent advances in the chemical absorption of CO2 using site-containing ionic liquids, such as amino-based ionic liquids, azolate ionic liquids, phenolate ionic liquids, dual-functionalized ionic liquids, pyridine-containing ionic liquids and so on. Other site-containing liquid absorbents such as amine-based solutions, switchable solvents, and functionalized ionic liquid-amine blends are also investigated. Strategies have been discussed for how to activate the existent reactive sites and develop novel reactive sites by physical and chemical methods to enhance CO2 absorption capacity and reduce absorption enthalpy. The carbon capture mechanisms of these site-containing liquid absorbents are also presented. Particular attention has been paid to the latest progress in CO2 capture in multiple-site interactions by amino-free anion-functionalized ionic liquids. In the last section, future directions and prospects for carbon capture by site-containing ionic liquids are outlined.",2016
514d8230870c1138ccb4914a518aee66f75efa1c,https://www.semanticscholar.org/paper/514d8230870c1138ccb4914a518aee66f75efa1c,"Carbon Capture in the Cement Industry: Technologies, Progress, and Retrofitting.",89,True,"Engineering, Medicine","{'model': 'tldr@v2.0.0', 'text': 'The review of carbon-capture technologies proposed for use in the cement industry suggests that advancing to TRL 7 (demonstration in plant environment) seems to be a challenge for the industry, representing a major step up from TRL 6.'}","Several different carbon-capture technologies have been proposed for use in the cement industry. This paper reviews their attributes, the progress that has been made toward their commercialization, and the major challenges facing their retrofitting to existing cement plants. A technology readiness level (TRL) scale for carbon capture in the cement industry is developed. For application at cement plants, partial oxy-fuel combustion, amine scrubbing, and calcium looping are the most developed (TRL 6 being the pilot system demonstrated in relevant environment), followed by direct capture (TRL 4-5 being the component and system validation at lab-scale in a relevant environment) and full oxy-fuel combustion (TRL 4 being the component and system validation at lab-scale in a lab environment). Our review suggests that advancing to TRL 7 (demonstration in plant environment) seems to be a challenge for the industry, representing a major step up from TRL 6. The important attributes that a cement plant must have to be ""carbon-capture ready"" for each capture technology selection is evaluated. Common requirements are space around the preheater and precalciner section, access to CO2 transport infrastructure, and a retrofittable preheater tower. Evidence from the electricity generation sector suggests that carbon capture readiness is not always cost-effective. The similar durations of cement-plant renovation and capture-plant construction suggests that synchronizing these two actions may save considerable time and money.",2016
8262e8e24080baf46c124f5bbd91417ea5006640,https://www.semanticscholar.org/paper/8262e8e24080baf46c124f5bbd91417ea5006640,Process and engineering trends in membrane based carbon capture,107,False,Chemistry,,,2017
5c680357c5659034a2ae6ea0180b46a713037720,https://www.semanticscholar.org/paper/5c680357c5659034a2ae6ea0180b46a713037720,Introduction: Carbon Capture and Separation.,127,True,"Chemistry, Medicine","{'model': 'tldr@v2.0.0', 'text': 'This research presents a novel probabilistic approach to estimating the response of the immune system to laser-spot assisted, 3D image analysis of EMMARM, which describes the “spatially masked” nature of EMT.'}","Reference EPFL-ARTICLE-230626doi:10.1021/acs.chemrev.7b00403View record in Web of Science Record created on 2017-09-05, modified on 2017-10-16",2017
7882ea14398b5578f493473d3cce84b784295240,https://www.semanticscholar.org/paper/7882ea14398b5578f493473d3cce84b784295240,Considering Carbon Capture and Storage in Electricity Generation Expansion Planning,81,False,Engineering,,"Nowadays, CO2 is the primary greenhouse gas pollutant and fossil fuel-fired electrical power plants are the major producer of CO2. In this regard, it is required to equip the electrical power plants with carbon capture and storage (CCS) systems. This paper addresses a multistage generation expansion planning (GEP) including nuclear units, renewable energy units, and different fossil fuel-fired units equipped with CCS. The proposed GEP minimizes the planning costs and CO2 at the same time, while it considers CCS cost and revenue. The problem is mathematically expressed as a constrained, mixed-integer, and nonlinear optimization problem and solved using particle swarm optimization (PSO) algorithm. The problem considers all practical constraints including security constraints of the network, and the generating units constraints of operation. Simulation results demonstrate that utilizing CCS significantly impacts on the planning output. Eventually, a comprehensive sensitivity analysis is carried out based on the CCS cost and revenue.",2016
e164d6fcba2a3895d6a96ed423a7f7f66880a196,https://www.semanticscholar.org/paper/e164d6fcba2a3895d6a96ed423a7f7f66880a196,Learning through a portfolio of carbon capture and storage demonstration projects,199,True,Engineering,,,2016
18ab538db0d693e981e3955bf3f30ebceec4085d,https://www.semanticscholar.org/paper/18ab538db0d693e981e3955bf3f30ebceec4085d,Carbon Capture,0,False,,,,2019
02b477b11b2d5c5795757b71bcbad2d91ef5f4a1,https://www.semanticscholar.org/paper/02b477b11b2d5c5795757b71bcbad2d91ef5f4a1,Membrane Separation Technology in Carbon Capture,35,True,Materials Science,,"This chapter introduces the basics of membrane technology and the application of mem- brane separation in carbon capture processes. A number of membranes applicable in pre-combustion, post-combustion or oxy-fuel combustion have been discussed. An economic comparison between conventional amine-based absorption and membrane separation demonstrates the great potential in membrane technology.",2017
b12b8439e33d571ec0e2b7682654ba02b0d46135,https://www.semanticscholar.org/paper/b12b8439e33d571ec0e2b7682654ba02b0d46135,Carbon Capture and Utilization in the Industrial Sector.,70,False,"Engineering, Medicine, Environmental Science","{'model': 'tldr@v2.0.0', 'text': 'This work develops a methodology that determines the levelized cost ($/tCO2) of separating, compressing, and transporting carbon dioxide across 18 industrial processes, and applies it to a regional case study in Pennsylvania, which shows steel and cement manufacturing paired to suitable sinks as having the lowestlevelized cost of capture, compression, and transportation.'}","The fabrication and manufacturing processes of industrial commodities such as iron, glass, and cement are carbon-intensive, accounting for 23% of global CO2 emissions. As a climate mitigation strategy, CO2 capture from flue gases of industrial processes-much like that of the power sector-has not experienced wide adoption given its high associated costs. However, some industrial processes with relatively high CO2 flue concentration may be viable candidates to cost-competitively supply CO2 for utilization purposes (e.g., polymer manufacturing, etc.). This work develops a methodology that determines the levelized cost ($/tCO2) of separating, compressing, and transporting carbon dioxide. A top-down model determines the cost of separating and compressing CO2 across 18 industrial processes. Further, the study calculates the cost of transporting CO2 via pipeline and tanker truck to appropriately paired sinks using a bottom-up cost model and geo-referencing approach. The results show that truck transportation is generally the low-cost alternative given the relatively small volumes (ca. 100 kt CO2/a). We apply our methodology to a regional case study in Pennsylvania, which shows steel and cement manufacturing paired to suitable sinks as having the lowest levelized cost of capture, compression, and transportation.",2017
1c3da688d9d5357665bfe9a74ac68d45ce0338b8,https://www.semanticscholar.org/paper/1c3da688d9d5357665bfe9a74ac68d45ce0338b8,Biomass derived porous carbon for CO2 capture,248,False,Materials Science,,,2019
61465afd92a83044d1a93c3106ee44f216b688f5,https://www.semanticscholar.org/paper/61465afd92a83044d1a93c3106ee44f216b688f5,Carbon Capture and Sequestration (CCS) in the United States,25,False,Political Science,,This report provides a summary and analysis of the current state of carbon capture and sequestration (CCS) in the United States and current legislation and funding related to the CCS process and the regulation of air pollution and greenhouse gases.,2017
a21d072242a542bed25fd5a5a3dc8755d47d4d6b,https://www.semanticscholar.org/paper/a21d072242a542bed25fd5a5a3dc8755d47d4d6b,Water gas shift reaction for hydrogen production and carbon dioxide capture: A review,168,False,Environmental Science,,,2020
9c8d5ceb7a5e24611c34a31c1dbe777edbe3a9da,https://www.semanticscholar.org/paper/9c8d5ceb7a5e24611c34a31c1dbe777edbe3a9da,Modeling of Carbon Capture Technology Attributes for Unit Commitment in Emission-Constrained Environment,28,False,Engineering,,"This paper discusses the modeling and analysis of a carbon capture technology-based resource scheduling/unit commitment (UC) methodology in carbon/emission-constrained environment. In carbon markets, the overall generation from conventional/fossil-fueled thermal plants is constrained over the total cost which is the sum of generation, capture cost/emission avoidance cost. Therefore, in this paper, generalized/uniform performance indices affecting the UC schedule are derived. Also, a commitment/scheduling methodology based on capture and fuel cost is devised rather than the existing penalty cost methodology as in the modernized markets everything was dealt in monetary value. Furthermore, the impact of type of resource used, i.e., coal rank is also considered to evaluate the sensitivity of scheduling decisions and financial influence of carbon capture technology. Along with performance indices, correction factors are also proposed to justify the effect of resource/coal rank in the process of optimal generation allocation. The effect of correction factors and type of coal is observed to be predominant at lower capture efficiencies compared to higher capture efficiency. The effectiveness of the proposed method over the penalty method is reflected in reduced generation cost and emission avoidance cost when compared to the penalty-based methodology.",2017
0c692ca7284357969531fbb8e94de9862f984bd8,https://www.semanticscholar.org/paper/0c692ca7284357969531fbb8e94de9862f984bd8,Stability and Carbon Capture Enhancement by Coal-Fly-Ash-Doped Sorbents at a High Temperature,29,False,Chemistry,,"Carbon capture using various technical options, viz., adsorption, absorption, chemical looping combustion, membrane separation, and cryogenic separation in either pre- or post=combustion modes, has been found to be the effective solution to tackle a serious concern of global warming. Although adsorption has been widely employed in carbon capture as a result of its economically and environmentally benign nature, it could not be commercialized as a result of the highly energy-intensive regeneration process involved. The major challenge in carbon capture is its sustainability at a high temperature, therefore enabling an easy integration with power generation to make it commercially viable, and also in the production of hydrogen using sorption-enhanced steam reforming. In this work, various combinations of sorbents based on CaO, MgO, zeolites H-Beta and H-ZSM 5, and Al2O3 with and without doping of coal fly ash (C and F types) have been employed in carbon capture using a lab-scale fixed-bed reactor system. Af...",2017
8c7713041aac686527043900f1c88c03542bf5dc,https://www.semanticscholar.org/paper/8c7713041aac686527043900f1c88c03542bf5dc,Design of Ionic Liquid as Carbon Capture Solvent for a Bioenergy System: Integration of Bioenergy and Carbon Capture Systems,23,False,Environmental Science,,"Current atmospheric carbon dioxide (CO2) concentration has exceeded the safe limit of 350 ppm. One potential technology to remove CO2 from the atmosphere is the integrated bioenergy production and carbon capture system. A bioenergy production system produces multiple energy products from biomass, resulting in zero net increment of CO2 amount in the atmosphere. Meanwhile, CO2 produced from bioenergy production is separated for other purposes through carbon capture. To ensure the entire system is environmental friendly, an efficient and green carbon capture solvent should be utilized. Ionic liquids (ILs) are the potential solvents for this purpose, as they have negligible vapor pressure and high thermal stability. However, there are up to a million possible combinations of cations and anions that may make up ILs. This work presents a systematic approach to identify an optimal IL solvent to separate CO2 produced from a bioenergy system at the optimal conditions of carbon capture process. Following that, the ...",2017
d6e39a6a0bdcf3e71906bb86f42328648ff82e8c,https://www.semanticscholar.org/paper/d6e39a6a0bdcf3e71906bb86f42328648ff82e8c,Carbon dioxide capture using liquid absorption methods: a review,91,False,Materials Science,,,2020
dd98a5d24567d8bb49b25ecc05d624f5cd4a5f27,https://www.semanticscholar.org/paper/dd98a5d24567d8bb49b25ecc05d624f5cd4a5f27,"Application of a high-throughput analyzer in evaluating solid adsorbents for post-combustion carbon capture via multicomponent adsorption of CO2, N2, and H2O.",254,True,"Medicine, Chemistry","{'model': 'tldr@v2.0.0', 'text': 'Only adsorbents functionalized with alkylamines are shown to have any significant CO2 capacity in the presence of N2 and H2O at equilibrium partial pressures similar to those expected in a carbon capture process.'}","Despite the large number of metal-organic frameworks that have been studied in the context of post-combustion carbon capture, adsorption equilibria of gas mixtures including CO2, N2, and H2O, which are the three biggest components of the flue gas emanating from a coal- or natural gas-fired power plant, have never been reported. Here, we disclose the design and validation of a high-throughput multicomponent adsorption instrument that can measure equilibrium adsorption isotherms for mixtures of gases at conditions that are representative of an actual flue gas from a power plant. This instrument is used to study 15 different metal-organic frameworks, zeolites, mesoporous silicas, and activated carbons representative of the broad range of solid adsorbents that have received attention for CO2 capture. While the multicomponent results presented in this work provide many interesting fundamental insights, only adsorbents functionalized with alkylamines are shown to have any significant CO2 capacity in the presence of N2 and H2O at equilibrium partial pressures similar to those expected in a carbon capture process. Most significantly, the amine-appended metal organic framework mmen-Mg2(dobpdc) (mmen = N,N'-dimethylethylenediamine, dobpdc (4-) = 4,4'-dioxido-3,3'-biphenyldicarboxylate) exhibits a record CO2 capacity of 4.2 ± 0.2 mmol/g (16 wt %) at 0.1 bar and 40 °C in the presence of a high partial pressure of H2O.",2015
763dd2f8ee4f0d8ba65b8e57a583c39691686f89,https://www.semanticscholar.org/paper/763dd2f8ee4f0d8ba65b8e57a583c39691686f89,Biochar-based adsorbents for carbon dioxide capture: A critical review,132,True,Environmental Science,,,2020
